LTI,Observation.related.to,Type.of.Activity,Observation.Category,Reason.for.Deviation,Day,Month,Primary.Cause,Working.Condition,Machine.Condition,Observation.Type,Safety.Standards,Incident.Type,SOP.Combined,Topic,Injury_risk,Injury Type
Engineering & Project,Employee,Others,Not Maintained,Procedure Not Followed,Sun,September,Dashing/Collision,Single Working,Not Applicable,Unsafe Act & Unsafe Condition,Road Safety,Behaviour,SNNR,Topic 3,Low,Medical case
Steel Manufacturing,Employee,Others,Eyes & Face,Procedure Not Followed,Sat,September,Road Incident,Single Working,M/C Working,Unsafe Act,Process Safety,Process,SANF,Topic 6,Low,Medical case
Shared Services,Employee,Others,Uneasiness,Procedure Not Followed,Thu,September,Slip/Trip/Fall,Single Working,M/C Idle,Unsafe Condition,Fire Safety,Behaviour,SANF,Topic 3,High,First Aid
Raw Materials,Employee,Operations,PPE,Procedure Not Followed,Thu,September,Road Incident,Group Working,M/C Idle,Unsafe Act,Fire Safety,Behaviour,SANF,Topic 8,Low,First Aid
Steel Manufacturing,Employee,Operations,Confine Space,Procedure Not Adequate,Mon,September,Dashing/Collision,Single Working,M/C Working,Unsafe Act & Unsafe Condition,PPE,Behaviour,SIF,Topic 4,Low,First Aid
Engineering & Project,Employee,Others,Workplace Safety,Procedure Not Followed,Fri,September,Slip/Trip/Fall,Group Working,Not Applicable,Unsafe Act,Orderliness,Behaviour,SNNR,Topic 4,Low,First Aid
Steel Manufacturing,Employee,Operations,Falling,Procedure Not Followed,Mon,October,Material Handling,Single Working,Not Applicable,Unsafe Act,Gas Cutting & Welding,Behaviour,SINF,Topic 3,Medium,Medical case
Steel Manufacturing,Employee,Maintenance,Caught Between,Procedure Not Followed,Fri,October,Road Incident,Single Working,M/C Working,Unsafe Act,Tools & Equipment,Process,SANF,Topic 4,Low,First Aid
Engineering & Project,Contractor,Maintenance,Not Maintained,Procedure Not Adequate,Thu,October,Slip/Trip/Fall,Group Working,Not Applicable,Unsafe Condition,Workplace Safety,Behaviour,SINF,Topic 1,High,Medical case
Engineering & Project,Employee,Others,Road Safety,Procedure Not Followed,Sat,October,Material Handling,Group Working,M/C Idle,Unsafe Act,Excavation,Behaviour,SIF,Topic 9,Low,First Aid
Raw Materials,Employee,Maintenance,Eyes & Face,Procedure Not Existing,Fri,October,Slip/Trip/Fall,Not Applicable,Not Applicable,Unsafe Act by Other,Road Safety,Behaviour,SNNR,Topic 9,Medium,Medical case
Engineering & Project,Employee,Others,Gas Safety,Procedure Not Followed,Wed,October,Road Incident,Group Working,M/C Idle,Unsafe Condition,Gas Cutting & Welding,Process,SIF,Topic 6,Low,First Aid
Raw Materials,Employee,Operations,Mines Safety,Procedure Not Followed,Sat,October,Workplace Safety,Group Working,M/C Working,Unsafe Condition,Mines Safety,Process,SANF,Topic 8,High,First Aid
Steel Manufacturing,Employee,Others,Road Safety,Procedure Not Followed,Sat,October,Hot Metals,Single Working,M/C Idle,Unsafe Act,Barricading,Behaviour,SAF,Topic 3,Low,First Aid
Raw Materials,Employee,Operations,PPE,Procedure Not Existing,Fri,November,Slip/Trip/Fall,Group Working,Not Applicable,Unsafe Act by Other,Tools & Equipment,Behaviour,SIF,Topic 7,Medium,Medical case
Steel Manufacturing,Employee,Maintenance,Uneasiness,Procedure Not Followed,Wed,November,Material Handling,Single Working,M/C Working,Unsafe Act,Workplace Safety,Process,SANF,Topic 7,Low,First Aid
Steel Manufacturing,Employee,Maintenance,Orderliness,Procedure Not Followed,Mon,November,Slip/Trip/Fall,Not Applicable,Not Applicable,Unsafe Act by Other,"Others,Process Safety",Behaviour,SNR,Topic 3,Low,Medical case
Shared Services,Employee,Maintenance,Electrical Safety,Procedure Not Existing,Fri,November,Run Over,Single Working,Not Applicable,Unsafe Act by Other,PPE,Behaviour,SNNR,Topic 3,Medium,Medical case
Raw Materials,Contractor,Maintenance,Uneasiness,Procedure Not Followed,Fri,November,Dashing/Collision,Single Working,M/C Working,Unsafe Act,"Others,Process Safety",Behaviour,SINF,Topic 5,High,First Aid
Others,Employee,Others,Road Safety,Procedure Not Followed,Fri,November,Dashing/Collision,Not Applicable,Not Applicable,Unsafe Condition,PPE,Behaviour,SNR,Topic 3,Medium,Medical case
Shared Services,Employee,Others,Orderliness,Procedure Not Followed,Wed,December,Road Incident,Not Applicable,Not Applicable,Unsafe Condition,Road Safety,Behaviour,SNNR,Topic 3,High,First Aid
Shared Services,Employee,Others,Electrical Safety,Procedure Not Followed,Wed,December,Road Incident,Single Working,M/C Idle,Unsafe Condition,PPE,Behaviour,SANF,Topic 3,High,First Aid
Shared Services,Employee,Others,Material Handling,Procedure Not Adequate,Wed,December,Road Incident,Not Applicable,Not Applicable,Unsafe Act,Orderliness,Behaviour,SNNR,Topic 3,Medium,Medical case
Engineering & Project,Contractor,Others,Not Followed,Procedure Not Followed,Tue,December,Slip/Trip/Fall,Single Working,M/C Idle,Unsafe Condition,Excavation,Behaviour,SIF,Topic 6,Low,First Aid
Engineering & Project,Employee,Maintenance,Not Maintained,Procedure Not Adequate,Tue,December,Road Incident,Single Working,M/C Idle,Unsafe Act,Electrical Safety,Behaviour,SIF,Topic 3,High,First Aid
Steel Manufacturing,Employee,Others,Not Maintained,Procedure Not Adequate,Sat,December,Dashing/Collision,Not Applicable,Not Applicable,Unsafe Act by Other,Material Handling,Behaviour,SNNR,Topic 3,Low,Medical case
Engineering & Project,Employee,Others,Others,Procedure Not Followed,Wed,December,Dashing/Collision,Single Working,M/C Working,Unsafe Condition,Road Safety,Behaviour,SANF,Topic 3,High,First Aid
Engineering & Project,Employee,Others,Uneasiness,Procedure Not Followed,Sat,December,Road Incident,Not Applicable,Not Applicable,Unsafe Act & Unsafe Condition,Orderliness,Behaviour,SNNR,Topic 4,Low,First Aid
Shared Services,Employee,Others,Uneasiness,Procedure Not Followed,Tue,December,Road Incident,Not Applicable,Not Applicable,Unsafe Act by Other,Barricading,Behaviour,SNNR,Topic 3,Medium,Medical case
Shared Services,Contractor,Others,Electrical Safety,Procedure Not Followed,Fri,December,Slip/Trip/Fall,Single Working,M/C Working,Unsafe Act,Electrical Safety,Process,SANF,Topic 6,High,First Aid
Steel Manufacturing,Employee,Operations,Eyes & Face,Procedure Not Followed,Wed,January,Slip/Trip/Fall,Single Working,Not Applicable,Unsafe Condition,Excavation,Process,SANF,Topic 6,Low,First Aid
Steel Manufacturing,Employee,...,Workplace Safety,Procedure Not Adequate,Wed,January,Road Incident,Single Working,M/C Working,Unsafe Act,Others,Process,SAF,Topic 7,Low,First Aid
Raw Materials,Employee,Others,Workplace Safety,Procedure Not Existing,Fri,February,Slip/Trip/Fall,Not Applicable,Not Applicable,Unsafe Act,Road Safety,Behaviour,SNNR,Topic 3,Medium,First Aid
Shared Services,Employee,Loco Operation,Eyes & Face,Procedure Not Followed,Wed,March,Slip/Trip/Fall,Single Working,Not Applicable,Unsafe Act by Other,Orderliness,Behaviour,SNNR,Topic 3,Medium,Medical case
Shared Services,Employee,Loco Operation,Not Maintained,Procedure Not Followed,Sat,March,Road Incident,Not Applicable,Not Applicable,Unsafe Act by Other,Workplace Safety,Behaviour,SIF,Topic 9,Medium,Medical case
Steel Manufacturing,Employee,Others,Not Followed,Procedure Not Followed,Thu,March,Slip/Trip/Fall,Single Working,Not Applicable,Unsafe Act,Material Handling,Behaviour,SNR,Topic 1,Low,First Aid
Steel Manufacturing,Employee,Maintenance,Workplace Safety,Procedure Not Adequate,Tue,May,Process Incidents,Not Applicable,Not Applicable,Unsafe Condition,Others,Behaviour,SIF,Topic 5,Medium,First Aid
Corporate Services,Contractor,...,Road Safety,Procedure Not Followed,Fri,July,Road Incident,Group Working,M/C Idle,Unsafe Act,Orderliness,Behaviour,SANF,Topic 5,Low,First Aid
Engineering & Project,Contractor,...,Workplace Safety,Procedure Not Followed,Thu,July,Hydraulic/Pneumatic,Single Working,M/C Working,Unsafe Act,Excavation,Behaviour,SINF,Topic 6,High,LTI
Steel Manufacturing,Employee,Others,Workplace Safety,Procedure Not Existing,Sun,August,Fire/Explosion,Single Working,M/C Working,Unsafe Act,Others,Process,SANF,Topic 7,Low,First Aid
Steel Manufacturing,Employee,Loco Operation,Not Followed,Procedure Not Followed,Sun,August,Fire/Explosion,Not Applicable,Not Applicable,Unsafe Condition,Road Safety,Behaviour,SNNR,Topic 3,Low,Medical case
Steel Manufacturing,Employee,Maintenance,Not Maintained,Procedure Not Followed,Mon,September,Road Incident,Single Working,M/C Working,Unsafe Condition,Orderliness,Behaviour,SANF,Topic 1,Low,First Aid
Raw Materials,Employee,Others,Orderliness,Procedure Not Adequate,Sat,February,Road Incident,Single Working,Not Applicable,Unsafe Act & Unsafe Condition,Mines Safety,Behaviour,SNNR,Topic 9,High,Medical case
Raw Materials,Employee,Others,Orderliness,Procedure Not Followed,Sat,February,Occupational Illness,Single Working,M/C Working,Unsafe Act & Unsafe Condition,Mines Safety,Behaviour,SNNR,Topic 9,High,Medical case
Steel Manufacturing,Employee,Maintenance,Not Followed,Procedure Not Followed,Thu,February,Slip/Trip/Fall,Single Working,Not Applicable,Unsafe Condition,Workplace Safety,Behaviour,SANF,Topic 6,Low,First Aid
Engineering & Project,Employee,Others,Others,Procedure Not Followed,Sun,February,Material Handling,Single Working,M/C Idle,Unsafe Act,Orderliness,Behaviour,SIF,Topic 9,Low,Medical case
Corporate Services,Employee,Construction,Orderliness,Procedure Not Adequate,Thu,February,Slip/Trip/Fall,Not Applicable,M/C Idle,Unsafe Condition,Orderliness,Behaviour,SNNR,Topic 3,Low,First Aid
Shared Services,Employee,Others,Electrical Safety,Procedure Not Existing,Mon,March,Material Handling,Group Working,M/C Idle,Unsafe Act,Others,Behaviour,SNNR,Topic 1,High,First Aid
Steel Manufacturing,Employee,Maintenance,PPE,Procedure Not Followed,Sun,March,Slip/Trip/Fall,Group Working,M/C Idle,Unsafe Act,Tools & Equipment,Process,SIF,Topic 7,Low,First Aid
Engineering & Project,Employee,Operations,Electrical Safety,Procedure Not Followed,Tue,March,Road Incident,Single Working,Not Applicable,Unsafe Act by Other,Road Safety,Behaviour,SNNR,Topic 3,High,Medical case
Raw Materials,Contractor,Construction,Not Maintained,Procedure Not Followed,Mon,March,Lifting Tools Tackles,Group Working,Not Applicable,Unsafe Act & Unsafe Condition,Workplace Safety,Behaviour,SNR,Topic 2,Low,First Aid
Raw Materials,Contractor,Construction,Excavation,Procedure Not Followed,Mon,March,Slip/Trip/Fall,Group Working,Not Applicable,Unsafe Act & Unsafe Condition,Workplace Safety,Behaviour,SNR,Topic 2,Low,First Aid
 TQM & Steel Business ,Employee,Operations,Material Handling,Procedure Not Followed,Fri,March,Material Handling,Single Working,M/C Working,Unsafe Act,Fire Safety,Behaviour,SANF,Topic 3,Low,First Aid
 TQM & Steel Business ,Employee,Others,Orderliness,Procedure Not Followed,Thu,March,Road Incident,Not Applicable,Not Applicable,Unsafe Act,Road Safety,Behaviour,SNNR,Topic 3,High,First Aid
Engineering & Project,Contractor,Operations,Not Followed,Procedure Not Existing,Tue,March,Dashing/Collision,Single Working,M/C Idle,Unsafe Act,Others,Behaviour,SANF,Topic 3,Medium,First Aid
Steel Manufacturing,Employee,Others,Not Followed,Procedure Not Followed,Tue,March,Lifting Tools Tackles,Not Applicable,Not Applicable,Unsafe Condition,Road Safety,Behaviour,SNNR,Topic 3,Medium,Medical case
 TQM & Steel Business ,Employee,Others,Road Safety,Procedure Not Followed,Sat,April,Slip/Trip/Fall,Single Working,M/C Idle,Unsafe Condition,PPE,Process,SAF,Topic 5,High,First Aid
Corporate Services,Employee,Others,Not Maintained,Procedure Not Adequate,Thu,April,Road Incident,Single Working,Not Applicable,Unsafe Act by Other,Material Handling,Behaviour,SNNR,Topic 3,Low,Medical case
Engineering & Project,Employee,Operations,Gas Safety,Procedure Not Followed,Wed,April,Road Incident,Single Working,M/C Idle,Unsafe Act,Tools & Equipment,Process,SANF,Topic 6,Low,First Aid
 TQM & Steel Business ,Employee,Others,Others,Procedure Not Followed,Thu,April,Slip/Trip/Fall,Single Working,M/C Idle,Unsafe Act,Fire Safety,Behaviour,SANF,Topic 7,Low,First Aid
Corporate Services,Employee,Operations,Others,Procedure Not Followed,Sun,April,Slip/Trip/Fall,Single Working,M/C Working,Unsafe Act,Gas Cutting & Welding,Process,SAF,Topic 2,Low,First Aid
 TQM & Steel Business ,Employee,Maintenance,Material Handling,Procedure Not Followed,Tue,April,Slip/Trip/Fall,Single Working,M/C Working,Unsafe Act,Fire Safety,Behaviour,SANF,Topic 3,Low,First Aid
Corporate Services,Employee,Breaking & Sizing,Health,Procedure Not Existing,Tue,April,Skidding,Not Applicable,Not Applicable,Unsafe Act by Other,Road Safety,Behaviour,SANF,Topic 3,Low,Medical case
Corporate Services,Contractor,Others,Road Safety,Procedure Not Followed,Wed,May,Road Incident,Not Applicable,M/C Working,Unsafe Act by Other,Orderliness,Behaviour,SNR,Topic 4,Low,First Aid
Corporate Services,Employee,Operations,Orderliness,Procedure Not Followed,Sat,May,Slip/Trip/Fall,Single Working,M/C Working,Unsafe Act,Fire Safety,Behaviour,SANF,Topic 7,Low,First Aid
Engineering & Project,Contractor,Others,Uneasiness,Procedure Not Followed,Fri,May,Process Incidents,Single Working,Not Applicable,Unsafe Act & Unsafe Condition,PPE,Behaviour,SAF,Topic 7,Low,First Aid
Corporate Services,Employee,Others,Gas Safety,Procedure Not Followed,Tue,May,Slip/Trip/Fall,Single Working,M/C Working,Unsafe Act & Unsafe Condition,Orderliness,Behaviour,SANF,Topic 2,Low,First Aid
Steel Manufacturing,Employee,Others,PPE,Procedure Not Followed,Mon,May,Skidding,Not Applicable,Not Applicable,Unsafe Act,Others,Behaviour,SNNR,Topic 4,Low,First Aid
Corporate Services,Employee,Maintenance,Not Followed,Procedure Not Followed,Mon,May,Slip/Trip/Fall,Single Working,M/C Idle,Unsafe Act,Electrical Safety,Behaviour,SANF,Topic 2,Low,First Aid
Corporate Services,Employee,Operations,PPE,Procedure Not Followed,Thu,May,Material Handling,Single Working,M/C Working,Unsafe Condition,Tools & Equipment,Process,SANF,Topic 2,Medium,First Aid
Steel Manufacturing,Employee,Others,Orderliness,Procedure Not Followed,Thu,June,Gas Leakage,Group Working,M/C Idle,Unsafe Act,Tools & Equipment,Process,SIF,Topic 4,Medium,Medical case
Steel Manufacturing,Contractor,Others,PPE,Procedure Not Followed,Mon,June,Slip/Trip/Fall,Group Working,Not Applicable,Unsafe Act,Material Handling,Behaviour,SINF,Topic 4,Low,First Aid
Steel Manufacturing,Employee,Others,Material Handling,Procedure Not Followed,Fri,June,Road Incident,Not Applicable,Not Applicable,Unsafe Act by Other,Road Safety,Behaviour,SNNR,Topic 3,High,Medical case
Shared Services,Employee,Operations,Not Followed,Procedure Not Existing,Sat,June,Road Incident,Single Working,Not Applicable,Unsafe Act by Other,"Others,Process Safety",Behaviour,SNNR,Topic 5,Medium,Medical case
Corporate Services,Contractor,Operations,Environment,Procedure Not Followed,Fri,June,Road Incident,Group Working,Not Applicable,Unsafe Condition,Material Handling,Behaviour,SANF,Topic 4,Low,First Aid
Corporate Services,Contractor,Operations,Environment,Procedure Not Followed,Fri,June,Slip/Trip/Fall,Group Working,Not Applicable,Unsafe Condition,Workplace Safety,Behaviour,SANF,Topic 4,Low,First Aid
 TQM & Steel Business ,Employee,Others,Road Safety,Procedure Not Existing,Sat,June,Slip/Trip/Fall,Single Working,M/C Working,Unsafe Act by Other,Fire Safety,Behaviour,SNNR,Topic 4,Low,First Aid
 TQM & Steel Business ,Contractor,Others,Not Followed,Procedure Not Adequate,Sat,June,Slip/Trip/Fall,Single Working,Not Applicable,Unsafe Condition,Material Handling,Behaviour,SIF,Topic 4,Medium,First Aid
Steel Manufacturing,Employee,Others,Orderliness,Procedure Not Followed,Sun,June,Slip/Trip/Fall,Not Applicable,Not Applicable,Unsafe Act,Road Safety,Behaviour,SNNR,Topic 3,Low,Medical case
Engineering & Project,Employee,Others,Eyes & Face,Procedure Not Followed,Fri,June,Material Handling,Group Working,Not Applicable,Unsafe Act,Tools & Equipment,Behaviour,SAF,Topic 4,High,First Aid
Corporate Services,Employee,Operations,Others,Procedure Not Followed,Wed,June,Medical Ailment,Single Working,Not Applicable,Unsafe Condition,Excavation,Behaviour,SANF,Topic 2,Low,First Aid
Engineering & Project,Contractor,Others,Fire Safety,Procedure Not Followed,Tue,July,Slip/Trip/Fall,Group Working,Not Applicable,Unsafe Condition,Gas Cutting & Welding,Process,SANF,Topic 9,High,First Aid
Corporate Services,Employee,Operations,Falling,Procedure Not Existing,Tue,July,Material Handling,Single Working,Not Applicable,Unsafe Act,Process Safety,Process,SINF,Topic 2,Low,Medical case
Steel Manufacturing,Employee,Others,Not Maintained,Procedure Not Followed,Mon,July,Process Incidents,Single Working,Not Applicable,Unsafe Act,Excavation,Behaviour,SANF,Topic 7,Low,First Aid
Shared Services,Employee,Others,Environment,Procedure Not Followed,Mon,July,Material Handling,Single Working,M/C Working,Unsafe Act & Unsafe Condition,Tools & Equipment,Behaviour,SANF,Topic 7,Low,First Aid
Raw Materials,Employee,Operations,Mines Safety,Procedure Not Followed,Sun,July,Medical Ailment,Single Working,M/C Idle,Unsafe Act,Mines Safety,Behaviour,SAF,Topic 9,Low,First Aid
Shared Services,Employee,Maintenance,Electrical Safety,Procedure Not Followed,Thu,July,Material Handling,Single Working,Not Applicable,Unsafe Act,Workplace Safety,Behaviour,SNR,Topic 3,Low,Medical case
Corporate Services,Employee,Others,Road Safety,Procedure Not Followed,Wed,July,Process Incidents,Single Working,M/C Working,Unsafe Condition,Orderliness,Behaviour,SNNR,Topic 4,Low,First Aid
Steel Manufacturing,Employee,Others,PPE,Procedure Not Followed,Wed,July,Road Incident,Not Applicable,Not Applicable,Unsafe Condition,Road Safety,Behaviour,SNNR,Topic 3,Low,Medical case
Raw Materials,Employee,Others,Process Safety,Procedure Not Adequate,Fri,July,Road Incident,Not Applicable,Not Applicable,Unsafe Act by Other,Road Safety,Behaviour,SNNR,Topic 3,Medium,Medical case
