Division,Observation.related.to,Day,Month,Primary.Cause,Working.Condition,Machine.Condition,Observation.Type,Safety.Standards,Incident.Type,SOP.Combined,Topic,Injury_risk,Injury Type
Corporate Services,Employee,Fri,May,Material Handling,Single Working,M/C Working,Unsafe Act & Unsafe Condition,Orderliness,Behaviour,SNNR,Topic 7,Low,Medical case
Shared Services,Employee,Wed,May,Process Incidents,Not Applicable,Not Applicable,Unsafe Condition,Barricading,Behaviour,SIF,Topic 3,Low,Medical case
Steel Manufacturing,Contractor,Sat,May,Slip/Trip/Fall,Group Working,M/C Idle,Unsafe Act & Unsafe Condition,Gas Cutting & Welding,Behaviour,SANF,Topic 9,Medium,LTI
Steel Manufacturing,Employee,Fri,June,Medical Ailment,Single Working,Not Applicable,Unsafe Condition,"Positive Isolations,Process Safety",Behaviour,SNNR,Topic 3,Low,Medical case
Engineering & Project,Contractor,Thu,June,Road Incident,Single Working,M/C Working,Unsafe Act,Road Safety,Behaviour,SANF,Topic 3,High,LTI
Shared Services,Employee,Sat,June,Run Over,Not Applicable,Not Applicable,Unsafe Condition,"Positive Isolations,Process Safety",Behaviour,SNNR,Topic 3,Low,Medical case
Steel Manufacturing,Employee,Tue,June,Road Incident,Not Applicable,M/C Working,Unsafe Act by Other,Dismantling,Behaviour,SANF,Topic 3,Low,First Aid
Steel Manufacturing,Employee,Tue,June,Process Incidents,Single Working,Not Applicable,Unsafe Act by Other,Road Safety,Behaviour,SNNR,Topic 3,Low,First Aid
Raw Materials,Employee,Sat,June,Material Handling,Group Working,M/C Working,Unsafe Act,Material Handling,Behaviour,SANF,Topic 5,Low,Medical case
Raw Materials,Employee,Fri,July,Slip/Trip/Fall,Group Working,M/C Idle,Unsafe Act,Process Safety,Process,SANF,Topic 4,Low,First Aid
Steel Manufacturing,Employee,Mon,July,Lifting Tools Tackles,Group Working,M/C Idle,Unsafe Act,Material Handling,Behaviour,SANF,Topic 1,Low,First Aid
Engineering & Project,Contractor,Sat,July,Slip/Trip/Fall,Group Working,Not Applicable,Unsafe Act by Other,Others,Behaviour,SAF,Topic 1,High,First Aid
Steel Manufacturing,Contractor,Wed,July,Slip/Trip/Fall,Not Applicable,Not Applicable,Unsafe Act,Barricading,Behaviour,SNNR,Topic 9,High,First Aid
Raw Materials,Employee,Mon,August,Process Incidents,Single Working,M/C Idle,Unsafe Act & Unsafe Condition,Others,Behaviour,SANF,Topic 9,Low,First Aid
Raw Materials,Employee,Fri,August,Slip/Trip/Fall,Single Working,Not Applicable,Unsafe Act,Road Safety,Behaviour,SANF,Topic 3,Low,First Aid
Raw Materials,Employee,Sun,August,Slip/Trip/Fall,Group Working,M/C Idle,Unsafe Act,"Positive Isolations,Process Safety",Process,SANF,Topic 6,Low,First Aid
Steel Manufacturing,Employee,Thu,August,Dashing/Collision,Single Working,Not Applicable,Unsafe Act,Confine Space,Behaviour,SNNR,Topic 4,Low,First Aid
Corporate Services,Contractor,Fri,September,Slip/Trip/Fall,Single Working,M/C Idle,Unsafe Act,Working at Height,Process,SANF,Topic 6,Low,First Aid
Raw Materials,Contractor,Sat,September,Material Handling,Single Working,M/C Idle,Unsafe Act,Barricading,Behaviour,SIF,Topic 4,Low,First Aid
Bearing Division,Employee,Tue,September,Skidding,Single Working,M/C Working,Unsafe Act,Excavation,Process,SINF,Topic 7,Low,First Aid
Steel Manufacturing,Employee,Mon,October,Road Incident,Single Working,M/C Working,Unsafe Act,PPE,Process,SANF,Topic 6,Low,First Aid
Raw Materials,Contractor,Sat,October,Slip/Trip/Fall,Group Working,Not Applicable,Unsafe Condition,Tools & Equipment,Behaviour,SIF,Topic 1,High,First Aid
Steel Manufacturing,Contractor,Fri,November,Material Handling,Single Working,Not Applicable,Unsafe Act & Unsafe Condition,Confine Space,Process,SANF,Topic 2,Low,First Aid
Shared Services,Employee,Mon,November,Road Incident,Not Applicable,Not Applicable,Unsafe Act by Other,Mines Safety,Behaviour,SAF,Topic 3,High,Medical case
Corporate Services,Contractor,Fri,November,Dashing/Collision,Single Working,M/C Idle,Unsafe Condition,Confine Space,Behaviour,SIF,Topic 9,Low,First Aid
Raw Materials,Employee,Tue,December,Process Incidents,Group Working,Not Applicable,Unsafe Act,Material Handling,Behaviour,SANF,Topic 7,Medium,First Aid
Shared Services,Employee,Thu,December,Dashing/Collision,Not Applicable,Not Applicable,Unsafe Act by Other,Work Permit System,Behaviour,SNNR,Topic 3,High,Medical case
Shared Services,Employee,Wed,December,Lifting Tools Tackles,Single Working,M/C Idle,Unsafe Act by Other,Mines Safety,Behaviour,SAF,Topic 7,Medium,First Aid
Raw Materials,Employee,Tue,December,Dashing/Collision,Group Working,M/C Idle,Unsafe Act,Others,Behaviour,SANF,Topic 5,Low,First Aid
Engineering & Project,Employee,Sat,January,Hot Metals,Not Applicable,M/C Idle,Unsafe Act,Fire Safety,Behaviour,SIF,Topic 4,Low,First Aid
Engineering & Project,Employee,Fri,January,Material Handling,Not Applicable,M/C Idle,Unsafe Condition,Dismantling,Behaviour,SIF,Topic 5,Low,First Aid
Steel Manufacturing,Employee,Thu,January,Material Handling,Group Working,Not Applicable,Unsafe Act,Process Safety,Process,SANF,Topic 4,High,First Aid
Engineering & Project,Employee,Wed,January,Road Incident,Single Working,M/C Working,Unsafe Condition,Others,Behaviour,SANF,Topic 6,Low,First Aid
Raw Materials,Employee,Sat,January,Road Incident,Not Applicable,Not Applicable,Unsafe Condition,Mines Safety,Behaviour,SNNR,Topic 8,Medium,Medical case
Raw Materials,Contractor,Sat,January,Gas Leakage,Group Working,Not Applicable,Unsafe Act by Other,Others,Behaviour,SANF,Topic 6,Low,First Aid
Raw Materials,Contractor,Fri,January,Slip/Trip/Fall,Single Working,M/C Working,Unsafe Act,"Positive Isolations,Process Safety",Behaviour,SIF,Topic 5,High,First Aid
Corporate Services,Contractor,Fri,January,Process Incidents,Single Working,M/C Idle,Unsafe Act,Barricading,Behaviour,SNR,Topic 3,Low,First Aid
Engineering & Project,Contractor,Thu,January,Dashing/Collision,Single Working,M/C Idle,Unsafe Act,Work Permit System,Behaviour,SNR,Topic 1,Medium,LTI
Engineering & Project,Employee,Thu,February,Road Incident,Single Working,Not Applicable,Unsafe Act & Unsafe Condition,Others,Behaviour,SNNR,Topic 5,Medium,Medical case
Orissa Projects,Contractor,Tue,February,Lifting Tools Tackles,Group Working,Not Applicable,Unsafe Act,Others,Behaviour,SIF,Topic 8,Low,First Aid
Others,Employee,Tue,February,Road Incident,Group Working,M/C Idle,Unsafe Act,Fire Safety,Behaviour,SINF,Topic 7,Low,First Aid
Raw Materials,Employee,Tue,February,Slip/Trip/Fall,Group Working,M/C Working,Unsafe Act & Unsafe Condition,Fire Safety,Behaviour,SANF,Topic 4,Low,First Aid
Engineering & Project,Employee,Tue,February,Process Incidents,Not Applicable,Not Applicable,Unsafe Act by Other,"Positive Isolations,Process Safety",Behaviour,SNNR,Topic 3,Medium,Medical case
Shared Services,Employee,Mon,February,Process Incidents,Single Working,M/C Working,Unsafe Act,Dismantling,Behaviour,SANF,Topic 3,Low,First Aid
Raw Materials,Employee,Wed,February,Process Incidents,Group Working,Not Applicable,Unsafe Act,Material Handling,Behaviour,SANF,Topic 8,Medium,First Aid
 TQM & Steel Business ,Employee,Mon,February,Process Incidents,Single Working,M/C Working,Unsafe Act,Dismantling,Behaviour,SANF,Topic 3,Low,First Aid
Engineering & Project,Employee,Wed,February,Dashing/Collision,Not Applicable,Not Applicable,Unsafe Condition,"Positive Isolations,Process Safety",Behaviour,SNNR,Topic 3,Low,Medical case
Corporate Services,Employee,Thu,March,Process Incidents,Single Working,M/C Working,Unsafe Act,Road Safety,Behaviour,SANF,Topic 3,Medium,Medical case
Shared Services,Employee,Mon,March,Hydraulic/Pneumatic,Single Working,Not Applicable,Unsafe Condition,Others,Behaviour,SNNR,Topic 4,Low,First Aid
Engineering & Project,Contractor,Thu,March,Road Incident,Group Working,M/C Idle,Unsafe Act & Unsafe Condition,Barricading,Behaviour,SIF,Topic 6,Low,Medical case
Raw Materials,Employee,Tue,March,Process Incidents,Single Working,M/C Working,Unsafe Act,Mines Safety,Behaviour,SIF,Topic 8,High,First Aid
Steel Manufacturing,Employee,Sat,March,Slip/Trip/Fall,Single Working,Not Applicable,Unsafe Condition,Road Safety,Behaviour,SNNR,Topic 3,Low,Medical case
Raw Materials,Employee,Thu,March,Road Incident,Group Working,M/C Working,Unsafe Act & Unsafe Condition,Process Safety,Behaviour,SINF,Topic 2,Medium,Medical case
Corporate Services,Employee,Thu,March,Road Incident,Single Working,Not Applicable,Unsafe Act by Other,Orderliness,Behaviour,SNNR,Topic 3,Low,Medical case
Others,Employee,Tue,March,Process Incidents,Not Applicable,Not Applicable,Unsafe Act by Other,Road Safety,Behaviour,SNNR,Topic 3,Medium,Medical case
Steel Manufacturing,Employee,Sat,March,Dashing/Collision,Single Working,M/C Idle,Unsafe Condition,Others,Behaviour,SNNR,Topic 4,Low,First Aid
Raw Materials,Contractor,Sun,March,Road Incident,Group Working,Not Applicable,Unsafe Act,Excavation,Behaviour,SIF,Topic 4,Low,First Aid
Engineering & Project,Employee,Fri,March,Road Incident,Group Working,Not Applicable,Unsafe Condition,Excavation,Behaviour,SNNR,Topic 2,Low,First Aid
Raw Materials,Employee,Sun,April,Road Incident,Single Working,M/C Working,Unsafe Act,Road Safety,Behaviour,SNNR,Topic 3,High,First Aid
Steel Manufacturing,Employee,Tue,April,Road Incident,Not Applicable,Not Applicable,Unsafe Condition,Dismantling,Behaviour,SANF,Topic 3,Low,Medical case
Others,Employee,Sun,April,Material Handling,Group Working,M/C Idle,Unsafe Act & Unsafe Condition,Dismantling,Behaviour,SNR,Topic 7,Low,Medical case
Raw Materials,Employee,Sat,April,Slip/Trip/Fall,Single Working,Not Applicable,Unsafe Act & Unsafe Condition,Road Safety,Behaviour,SNR,Topic 3,Low,LTI
Steel Manufacturing,Employee,Thu,April,Material Handling,Group Working,Not Applicable,Unsafe Act,Fire Safety,Process,SANF,Topic 7,Low,First Aid
Engineering & Project,Contractor,Mon,April,Process Incidents,Group Working,Not Applicable,Unsafe Act,Work Permit System,Behaviour,SANF,Topic 2,Low,First Aid
Steel Manufacturing,Employee,Tue,April,Road Incident,Group Working,Not Applicable,Unsafe Act by Other,Road Safety,Behaviour,SNNR,Topic 3,Low,Medical case
Others,Employee,Sun,April,Road Incident,Not Applicable,Not Applicable,Unsafe Act by Other,Fire Safety,Behaviour,SNNR,Topic 3,Medium,Medical case
Shared Services,Employee,Wed,May,Road Incident,Not Applicable,Not Applicable,Unsafe Act by Other,Electrical Safety,Behaviour,SIF,Topic 3,Low,Medical case
Raw Materials,Employee,Wed,May,Material Handling,Not Applicable,M/C Working,Unsafe Condition,Orderliness,Behaviour,SNNR,Topic 5,Low,Medical case
Raw Materials,Employee,Wed,May,Road Incident,Not Applicable,Not Applicable,Unsafe Condition,Dismantling,Behaviour,SNNR,Topic 5,Low,Medical case
Engineering & Project,Employee,Thu,May,Road Incident,Single Working,M/C Working,Unsafe Act,Process Safety,Behaviour,SINF,Topic 5,High,First Aid
Shared Services,Employee,Wed,May,Dashing/Collision,Not Applicable,M/C Idle,Unsafe Condition,Orderliness,Behaviour,SNNR,Topic 4,Low,First Aid
Raw Materials,Employee,Wed,May,Dashing/Collision,Not Applicable,Not Applicable,Unsafe Act & Unsafe Condition,Road Safety,Behaviour,SNNR,Topic 3,High,Medical case
Steel Manufacturing,Employee,Fri,May,Skidding,Not Applicable,Not Applicable,Unsafe Act by Other,Road Safety,Behaviour,SNNR,Topic 3,High,Medical case
Raw Materials,Employee,Mon,May,Slip/Trip/Fall,Group Working,M/C Working,Unsafe Act,Electrical Safety,Behaviour,SANF,Topic 8,Low,First Aid
Steel Manufacturing,Employee,Mon,May,Dashing/Collision,Single Working,M/C Working,Unsafe Condition,Tools & Equipment,Process,SANF,Topic 7,Low,First Aid
Steel Manufacturing,Employee,Mon,May,Process Incidents,Single Working,Not Applicable,Unsafe Condition,Dismantling,Process,SNR,Topic 6,Low,Medical case
Steel Manufacturing,Employee,Mon,May,Slip/Trip/Fall,Single Working,M/C Idle,Unsafe Condition,Others,Behaviour,SNNR,Topic 3,Low,First Aid
Shared Services,Employee,Tue,May,Slip/Trip/Fall,Not Applicable,M/C Idle,Unsafe Condition,Barricading,Behaviour,SAF,Topic 3,Low,Medical case
Shared Services,Employee,Thu,May,Slip/Trip/Fall,Group Working,M/C Idle,Unsafe Act,Tools & Equipment,Behaviour,SANF,Topic 7,Low,First Aid
Engineering & Project,Employee,Mon,June,Run Over,Group Working,M/C Working,Unsafe Act,Gas Cutting & Welding,Behaviour,SIF,Topic 4,Low,First Aid
Raw Materials,Employee,Mon,June,Road Incident,Single Working,M/C Idle,Unsafe Act,Excavation,Behaviour,SINF,Topic 9,Low,First Aid
Engineering & Project,Contractor,Fri,June,Road Incident,Single Working,M/C Idle,Unsafe Act,Excavation,Behaviour,SIF,Topic 3,High,First Aid
Raw Materials,Contractor,Fri,June,Slip/Trip/Fall,Group Working,M/C Working,Unsafe Act,Working at Height,Behaviour,SANF,Topic 5,High,First Aid
 TQM & Steel Business ,Employee,Thu,June,Dashing/Collision,Not Applicable,M/C Idle,Unsafe Condition,Dismantling,Behaviour,SNNR,Topic 3,Low,Medical case
Shared Services,Employee,Wed,June,Road Incident,Group Working,M/C Working,Unsafe Condition,Dismantling,Behaviour,SINF,Topic 9,Low,First Aid
Steel Manufacturing,Employee,Tue,June,Slip/Trip/Fall,Single Working,Not Applicable,Unsafe Act by Other,Road Safety,Behaviour,SNNR,Topic 3,Medium,Medical case
Engineering & Project,Employee,Tue,June,Material Handling,Not Applicable,Not Applicable,Unsafe Act by Other,Road Safety,Behaviour,SIF,Topic 3,Low,Medical case
Engineering & Project,Contractor,Sat,June,Dashing/Collision,Group Working,Not Applicable,Unsafe Act,Orderliness,Behaviour,SIF,Topic 4,Low,Medical case
Others,Employee,Sat,June,Structural Integrity,Not Applicable,Not Applicable,Unsafe Condition,Working at Height,Behaviour,SNNR,Topic 3,Medium,Medical case
Shared Services,Contractor,Fri,June,Slip/Trip/Fall,Group Working,M/C Idle,Unsafe Act,Tools & Equipment,Behaviour,SANF,Topic 9,Low,First Aid
Others,Employee,Sat,July,Medical Ailment,Not Applicable,Not Applicable,Unsafe Condition,"Positive Isolations,Process Safety",Behaviour,SNNR,Topic 3,Low,Medical case
Steel Manufacturing,Employee,Wed,July,Slip/Trip/Fall,Group Working,Not Applicable,Unsafe Act,Material Handling,Behaviour,SANF,Topic 3,Low,First Aid
Shared Services,Employee,Mon,July,Road Incident,Single Working,Not Applicable,Unsafe Act by Other,"Positive Isolations,Process Safety",Behaviour,SNNR,Topic 9,Low,Medical case
Orissa Projects,Contractor,Mon,July,Road Incident,Single Working,M/C Working,Unsafe Act & Unsafe Condition,Road Safety,Behaviour,SNNR,Topic 3,High,LTI
Orissa Projects,Contractor,Mon,July,Slip/Trip/Fall,Group Working,M/C Idle,Unsafe Act & Unsafe Condition,Excavation,Behaviour,SIF,Topic 1,Low,First Aid
Steel Manufacturing,Employee,Mon,July,Slip/Trip/Fall,Single Working,M/C Working,Unsafe Act by Other,Electrical Safety,Behaviour,SANF,Topic 1,Low,First Aid
Raw Materials,Employee,Mon,July,Process Incidents,Group Working,M/C Working,Unsafe Act,Fire Safety,Behaviour,SANF,Topic 8,Low,First Aid
Others,Employee,Wed,July,Process Incidents,Single Working,Not Applicable,Unsafe Act,Process Safety,Behaviour,SNNR,Topic 3,Low,Medical case
Engineering & Project,Employee,Mon,July,Road Incident,Single Working,Not Applicable,Unsafe Act & Unsafe Condition,Barricading,Behaviour,SAF,Topic 4,Medium,First Aid
Engineering & Project,Contractor,Thu,August,Working at Height,Group Working,Not Applicable,Unsafe Act,Working at Height,Behaviour,SINF,Topic 1,Low,Medical case
Orissa Projects,Contractor,Wed,August,Slip/Trip/Fall,Not Applicable,Not Applicable,Unsafe Act & Unsafe Condition,Road Safety,Behaviour,SNR,Topic 5,High,Medical case
Steel Manufacturing,Employee,Wed,August,Process Incidents,Not Applicable,Not Applicable,Unsafe Act by Other,Road Safety,Behaviour,SNNR,Topic 3,Low,Medical case
Engineering & Project,Employee,Wed,August,Slip/Trip/Fall,Single Working,M/C Working,Unsafe Act,"Positive Isolations,Process Safety",Behaviour,SIF,Topic 5,High,First Aid
Steel Manufacturing,Employee,Thu,August,Energy Isolation,Single Working,M/C Idle,Unsafe Act by Other,PPE,Behaviour,SIF,Topic 9,Low,Medical case
Steel Manufacturing,Contractor,Thu,August,Working at Height,Single Working,M/C Idle,Unsafe Act & Unsafe Condition,Dismantling,Behaviour,SANF,Topic 4,Low,First Aid
Others,Contractor,Wed,August,Slip/Trip/Fall,Not Applicable,Not Applicable,Unsafe Condition,Dismantling,Behaviour,SANF,Topic 5,Low,First Aid
Engineering & Project,Contractor,Thu,August,Process Incidents,Group Working,Not Applicable,Unsafe Act,Working at Height,Behaviour,SINF,Topic 9,Low,Medical case
Raw Materials,Employee,Thu,August,Road Incident,Group Working,M/C Working,Unsafe Act,Dismantling,Behaviour,SANF,Topic 8,Low,First Aid
Steel Manufacturing,Employee,Sun,September,Skidding,Not Applicable,Not Applicable,Unsafe Act by Other,Road Safety,Behaviour,SNNR,Topic 3,Low,Medical case
Raw Materials,Employee,Sat,September,Lifting Tools Tackles,Single Working,M/C Working,Unsafe Act,PPE,Behaviour,SANF,Topic 6,Low,First Aid
Raw Materials,Contractor,Thu,September,Slip/Trip/Fall,Group Working,M/C Idle,Unsafe Act,Excavation,Behaviour,SANF,Topic 7,Low,First Aid
Steel Manufacturing,Employee,Wed,September,Process Incidents,Single Working,M/C Idle,Unsafe Act,Electrical Safety,Behaviour,SNNR,Topic 3,Low,Medical case
Steel Manufacturing,Employee,Mon,September,Slip/Trip/Fall,Group Working,M/C Working,Unsafe Act,Process Safety,Process,SANF,Topic 8,High,First Aid
Raw Materials,Contractor,Sat,September,Slip/Trip/Fall,Group Working,M/C Idle,Unsafe Act,Tools & Equipment,Behaviour,SAF,Topic 9,Low,First Aid
Engineering & Project,Employee,Mon,September,Slip/Trip/Fall,Not Applicable,Not Applicable,Unsafe Act,Working at Height,Behaviour,SANF,Topic 4,Low,First Aid
Engineering & Project,Employee,Sun,September,Dashing/Collision,Single Working,Not Applicable,Unsafe Act & Unsafe Condition,Road Safety,Behaviour,SNNR,Topic 3,Low,Medical case
Steel Manufacturing,Employee,Sat,September,Road Incident,Single Working,M/C Working,Unsafe Act,Process Safety,Process,SANF,Topic 6,Low,Medical case
Shared Services,Employee,Thu,September,Slip/Trip/Fall,Single Working,M/C Idle,Unsafe Condition,Fire Safety,Behaviour,SANF,Topic 3,High,First Aid
Raw Materials,Employee,Thu,September,Road Incident,Group Working,M/C Idle,Unsafe Act,Fire Safety,Behaviour,SANF,Topic 8,Low,First Aid
Steel Manufacturing,Employee,Mon,September,Dashing/Collision,Single Working,M/C Working,Unsafe Act & Unsafe Condition,PPE,Behaviour,SIF,Topic 4,Low,First Aid
Engineering & Project,Employee,Fri,September,Slip/Trip/Fall,Group Working,Not Applicable,Unsafe Act,Orderliness,Behaviour,SNNR,Topic 4,Low,First Aid
Steel Manufacturing,Employee,Mon,October,Material Handling,Single Working,Not Applicable,Unsafe Act,Gas Cutting & Welding,Behaviour,SINF,Topic 3,Medium,Medical case
Steel Manufacturing,Employee,Fri,October,Road Incident,Single Working,M/C Working,Unsafe Act,Tools & Equipment,Process,SANF,Topic 4,Low,First Aid
